season,round,drivers,race_mae,exact_position_rate,top3_accuracy,top10_accuracy
2026,1,22,3.928715263840538,0.09090909090909091,0.0,0.7
2026,2,22,5.083205573957063,0.045454545454545456,0.6666666666666666,0.6
2026,3,22,2.6716822942075855,0.13636363636363635,0.3333333333333333,0.8
2026,4,22,2.9901259182753877,0.18181818181818182,0.6666666666666666,0.8
2026,5,22,5.127479635033191,0.13636363636363635,0.3333333333333333,0.4
2026,6,22,5.667906304075081,0.0,0.6666666666666666,0.5
2026,7,22,3.618447198779326,0.045454545454545456,0.3333333333333333,0.8
2026,8,22,2.3419670668025656,0.18181818181818182,0.3333333333333333,1.0
2026,9,22,4.295635322529128,0.045454545454545456,0.3333333333333333,0.7
2026,10,22,2.638740731078447,0.13636363636363635,0.6666666666666666,0.8
2026,11,22,2.998752921208248,0.09090909090909091,0.0,0.8
2026,12,22,3.0496469858413873,0.09090909090909091,0.6666666666666666,0.7
