season,round,race_id,session,session_time,weather_observations,temperature_avg,temperature_min,temperature_max,humidity_avg,precipitation_total,rain_hours,rain_flag,wind_speed_avg,wind_speed_max,wind_direction_avg,cloud_cover_avg
2026,2,1151,sprint,2026-03-14 03:00:00,5,6.720000000000001,6.4,6.9,86.2,0.0,0,0,10.98,11.8,129.40152262593907,7.4
2026,2,1151,qualifying,2026-03-14 07:00:00,5,8.44,6.3,12.4,80.0,0.0,0,0,11.22,12.9,132.79578108176312,0.0
2026,3,1152,fp1,2026-03-27 02:30:00,4,8.4,7.7,9.1,88.25,0.0,0,0,10.8,13.3,290.0,8.75
2026,3,1152,fp2,2026-03-27 06:00:00,5,8.040000000000001,6.7,10.6,87.6,0.0,0,0,7.5,8.4,293.5997219133367,6.4
2026,3,1152,fp3,2026-03-28 02:30:00,4,5.675,5.3,6.0,71.75,0.0,0,0,4.35,5.0,309.75812724886606,0.0
2026,3,1152,qualifying,2026-03-28 06:00:00,5,7.9,6.0,11.5,59.6,0.0,0,0,2.8200000000000003,4.0,326.85769806174426,0.4
2026,4,1153,fp1,2026-05-01 16:00:00,5,31.3,28.5,32.4,48.8,0.0,0,0,8.7,15.8,189.8023918654518,12.2
2026,4,1153,sprint_qualifying,2026-05-01 20:30:00,4,26.75,26.3,27.1,67.75,0.0,0,0,11.775,14.6,160.71720030287247,28.75
2026,4,1153,sprint,2026-05-02 16:00:00,5,34.14,33.3,34.6,34.0,0.0,0,0,18.660000000000004,19.6,263.83146948598363,60.2
2026,4,1153,qualifying,2026-05-02 20:00:00,5,30.179999999999996,27.2,33.3,49.6,0.0,0,0,15.14,17.1,266.49913029559445,93.0
2026,5,1154,fp1,2026-05-22 16:30:00,4,19.6,19.4,19.8,26.25,0.0,0,0,8.95,11.1,229.7182925743927,7.25
2026,5,1154,sprint_qualifying,2026-05-22 20:30:00,4,17.450000000000003,15.9,18.9,37.0,0.0,0,0,10.0,11.2,221.77008048850973,7.5
2026,5,1154,sprint,2026-05-23 16:00:00,5,21.060000000000002,20.4,21.4,26.6,0.0,0,0,9.0,9.9,124.02058974119808,100.0
2026,5,1154,qualifying,2026-05-23 20:00:00,5,19.159999999999997,17.4,20.4,35.4,0.0,0,0,8.62,10.5,142.1942445129238,100.0
2026,6,1155,fp1,2026-06-05 11:30:00,4,21.924999999999997,21.5,22.4,75.0,0.4,2,1,9.524999999999999,11.1,147.7501571990557,28.0
2026,6,1155,fp2,2026-06-05 15:00:00,5,22.339999999999996,22.0,23.2,70.0,0.2,2,1,10.14,11.5,148.40018045917077,47.2
2026,6,1155,fp3,2026-06-06 10:30:00,4,21.4,20.9,21.9,69.25,0.1,1,1,9.925,11.5,194.83187064740116,64.5
2026,6,1155,qualifying,2026-06-06 14:00:00,5,22.880000000000003,21.9,23.6,55.6,0.1,1,1,9.399999999999999,11.3,165.21985816944414,40.8
2026,7,1156,fp1,2026-06-12 11:30:00,4,26.924999999999997,24.7,28.4,40.25,0.0,0,0,7.4750000000000005,11.3,166.2421971796129,0.0
2026,7,1156,fp2,2026-06-12 15:00:00,5,29.060000000000002,28.4,29.6,32.8,0.0,0,0,11.64,12.6,154.0029299174186,1.2
2026,7,1156,fp3,2026-06-13 10:30:00,4,30.325,26.9,33.2,28.0,0.0,0,0,4.300000000000001,7.4,243.907633269489,0.5
2026,7,1156,qualifying,2026-06-13 14:00:00,5,32.480000000000004,31.7,33.2,24.6,0.0,0,0,11.94,14.3,165.13773751085566,48.2
2026,8,1157,fp1,2026-06-26 11:30:00,4,29.5,27.8,30.9,33.25,0.0,0,0,2.3,3.8,138.26765967294216,0.0
2026,8,1157,fp2,2026-06-26 15:00:00,5,31.4,30.9,32.1,27.6,0.0,0,0,6.300000000000001,7.5,130.9638213094288,16.8
2026,8,1157,fp3,2026-06-27 10:30:00,4,29.400000000000002,26.6,31.8,38.25,0.0,0,0,3.1,5.0,230.37079499967024,0.0
2026,8,1157,qualifying,2026-06-27 14:00:00,5,32.760000000000005,31.8,33.3,27.4,0.0,0,0,6.92,7.9,173.40685967710846,20.6
2026,9,1158,fp1,2026-07-03 11:30:00,4,20.0,17.6,22.1,53.25,0.0,0,0,10.700000000000001,12.8,268.754774673954,65.5
2026,9,1158,sprint_qualifying,2026-07-03 15:30:00,4,24.075000000000003,22.9,25.0,38.0,0.0,0,0,13.35,14.9,250.74553741507788,41.0
2026,9,1158,sprint,2026-07-04 11:00:00,5,21.46,18.8,23.6,59.8,0.0,0,0,21.5,22.7,269.5996244466373,85.4
2026,9,1158,qualifying,2026-07-04 15:00:00,5,24.839999999999996,23.6,25.9,46.4,0.0,0,0,24.16,26.2,273.79980980829214,64.0
2026,10,1159,fp1,2026-07-17 11:30:00,4,21.75,19.3,23.6,60.5,0.0,0,0,10.399999999999999,11.4,322.5345859111857,31.25
2026,10,1159,fp2,2026-07-17 15:00:00,5,23.72,23.5,23.9,48.4,0.0,0,0,11.720000000000002,13.3,314.99889240073827,54.0
2026,10,1159,fp3,2026-07-18 10:30:00,4,18.1,16.2,20.3,69.25,0.0,0,0,8.425,9.5,302.26287180150587,72.0
2026,10,1159,qualifying,2026-07-18 14:00:00,5,20.3,20.0,20.7,61.6,0.1,1,1,13.279999999999998,16.2,296.38768634964146,79.4
2026,11,1160,fp1,2026-07-24 11:30:00,4,21.950000000000003,20.1,23.5,38.5,0.0,0,0,14.9,15.8,330.25018583737585,26.25
2026,11,1160,fp2,2026-07-24 15:00:00,5,24.0,23.5,24.6,30.2,0.0,0,0,16.64,18.7,333.4087776413802,32.4
2026,11,1160,fp3,2026-07-25 10:30:00,4,22.749999999999996,20.4,24.8,34.5,0.0,0,0,5.4,6.4,215.0,44.0
2026,11,1160,qualifying,2026-07-25 14:00:00,5,26.22,24.8,27.1,26.0,0.0,0,0,7.94,10.5,190.63673676898534,35.2
2026,12,1161,fp1,2026-08-21 10:30:00,4,17.075000000000003,16.2,18.1,75.25,3.1000000000000005,4,1,17.35,19.4,7.253535716454662,69.0
2026,12,1161,sprint_qualifying,2026-08-21 14:30:00,4,18.375,18.3,18.6,63.5,0.0,0,0,19.25,21.5,346.4967942773932,90.25
2026,12,1161,sprint,2026-08-22 10:00:00,5,16.64,16.3,16.9,71.4,1.7,5,1,22.02,24.9,350.57498417380737,44.4
2026,12,1161,qualifying,2026-08-22 14:00:00,5,17.3,16.8,17.6,66.2,0.6,2,1,25.439999999999998,26.2,332.79680291866936,39.2
