season,round,circuit_id,weather_fp1_period_temperature_avg,weather_fp1_period_temperature_min,weather_fp1_period_temperature_max,weather_fp1_period_humidity_avg,weather_fp1_period_precipitation_total,weather_fp1_period_rain_hours,weather_fp1_period_rain_flag,weather_fp1_period_wind_speed_avg,weather_fp1_period_wind_speed_max,weather_fp1_period_cloud_cover_avg
2025,6,miami,25.59166666666667,21.8,29.6,64.95833333333333,3.4,9,1,8.908333333333333,13.6,56.16666666666666
2025,7,imola,15.3,9.4,20.5,56.29166666666666,0.4,3,1,9.604166666666666,19.1,29.33333333333333
2025,8,monaco,17.833333333333332,14.2,20.8,62.875,0.3,2,1,7.616666666666667,14.3,35.333333333333336
2025,9,catalunya,22.516666666666666,16.2,28.5,63.16666666666666,0.0,0,0,4.525,9.6,31.875
2025,10,villeneuve,17.1375,10.6,22.7,48.875,0.0,0,0,7.383333333333333,14.5,28.08333333333333
2025,11,red_bull_ring,22.02916666666667,16.7,28.0,66.45833333333333,0.0,0,0,5.920833333333333,13.0,43.583333333333336
2025,12,silverstone,18.45,15.6,21.9,71.45833333333333,0.7,5,1,22.745833333333334,28.4,96.66666666666669
2025,13,spa,18.125,14.5,22.3,79.41666666666667,0.2,2,1,7.133333333333333,12.9,79.58333333333333
2025,14,hungaroring,22.416666666666668,17.3,30.0,60.79166666666666,3.1,3,1,5.979166666666667,11.4,62.833333333333336
2025,15,zandvoort,17.854166666666668,15.4,19.7,78.66666666666667,3.0,10,1,20.64583333333333,25.1,58.083333333333336
2025,16,monza,19.945833333333336,14.4,25.2,68.58333333333333,0.0,0,0,3.8666666666666663,6.3,25.5
2025,17,baku,18.09583333333333,16.8,19.5,73.58333333333333,1.1,5,1,27.054166666666664,31.7,75.04166666666667
2025,18,marina_bay,27.7875,25.0,31.0,77.75,0.3,3,1,8.966666666666667,13.1,81.70833333333333
2025,19,americas,28.183333333333337,23.2,34.7,62.79166666666666,0.0,0,0,13.483333333333333,17.9,47.583333333333336
2025,20,rodriguez,19.7375,11.7,26.7,47.625,0.0,0,0,4.429166666666667,11.1,6.25
2025,21,interlagos,20.83333333333333,15.6,25.2,81.04166666666667,3.9,13,1,19.8625,34.4,93.04166666666669
2025,22,vegas,12.729166666666666,9.3,18.2,72.29166666666667,0.1,1,1,5.495833333333334,11.1,86.20833333333333
2025,23,losail,22.054166666666664,17.9,28.0,71.16666666666667,0.0,0,0,11.200000000000005,19.2,2.833333333333333
2025,24,yas_marina,22.52916666666667,16.8,28.2,65.83333333333333,0.0,0,0,5.654166666666666,13.9,27.041666666666668
2026,1,albert_park,18.47083333333333,16.4,20.8,73.29166666666667,0.3,3,1,14.029166666666669,21.3,69.625
2026,2,shanghai,11.65,6.3,17.9,65.04166666666667,0.0,0,0,12.983333333333334,16.1,1.5416666666666667
2026,3,suzuka,11.4,5.3,16.9,70.58333333333333,0.0,0,0,4.504166666666666,10.4,31.70833333333333
2026,4,miami,28.70833333333333,23.5,34.6,62.91666666666666,0.7000000000000001,3,1,11.55,19.6,73.79166666666667
2026,5,villeneuve,16.2375,9.3,21.4,44.04166666666666,0.0,0,0,7.587499999999999,10.5,94.5
2026,6,monaco,20.02916666666667,16.3,23.6,70.54166666666667,0.1,1,1,5.554166666666667,11.5,49.54166666666666
2026,7,catalunya,26.100000000000005,17.1,33.2,40.583333333333336,0.0,0,0,7.270833333333333,14.3,33.666666666666664
2026,8,red_bull_ring,25.4625,17.3,33.3,54.91666666666666,0.0,0,0,4.229166666666667,11.6,8.25
2026,9,silverstone,19.675,13.5,25.9,66.375,0.0,0,0,18.7125,26.2,46.79166666666666
2026,10,spa,16.96666666666667,13.2,20.7,75.33333333333333,0.1,1,1,11.795833333333334,18.3,72.45833333333333
2026,11,hungaroring,20.7,12.2,27.1,42.208333333333336,0.0,0,0,6.875,14.5,28.58333333333333
2026,12,zandvoort,16.866666666666667,15.6,17.6,70.79166666666667,5.5,16,1,20.325,26.2,49.75
