season,round,race_name,session_type,session_name,session_id,driver_id,driver_code,driver_name,position,laps_completed,fastest_lap_rank,fastest_lap_time,average_lap_time,top_speed,session_timestamp,session_timezone,round_id,constructor_id,constructor_name,session_type_metadata
2025,16,Italian Grand Prix,FP1,Practice One,session_wUyRJ7oW,driver_iVnrCmiq,,Alexander Dunne,16,26,16.0,,,,2025-09-05T11:30:00Z,Europe/Rome,round_uCSCkDO5,,,FP1
2025,16,Italian Grand Prix,FP1,Practice One,session_wUyRJ7oW,driver_0GFvbLMc,,Esteban Ocon,17,22,17.0,,,,2025-09-05T11:30:00Z,Europe/Rome,round_uCSCkDO5,,,FP1
2025,16,Italian Grand Prix,FP1,Practice One,session_wUyRJ7oW,driver_q7WdJenu,,Pierre Gasly,18,26,18.0,,,,2025-09-05T11:30:00Z,Europe/Rome,round_uCSCkDO5,,,FP1
2025,16,Italian Grand Prix,FP1,Practice One,session_wUyRJ7oW,driver_19q67raM,,Oliver Bearman,19,23,19.0,,,,2025-09-05T11:30:00Z,Europe/Rome,round_uCSCkDO5,,,FP1
2025,16,Italian Grand Prix,FP1,Practice One,session_wUyRJ7oW,driver_XepUISkl,,Paul Aron,20,23,20.0,,,,2025-09-05T11:30:00Z,Europe/Rome,round_uCSCkDO5,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_BOyYHlVE,,Lando Norris,1,19,1.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_1V17qcph,,Oscar Piastri,2,14,2.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_pAXWnsA8,,Charles Leclerc,3,17,3.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_dPPwWNxA,,George Russell,4,16,4.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_0Z9Cjb1U,,Alexander Albon,5,17,5.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_aEOevTUh,,Yuki Tsunoda,6,16,6.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_VkTWWTC5,,Max Verstappen,7,15,7.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_nPms5pYt,,Carlos Sainz,8,17,8.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_uLDLxCqO,,Liam Lawson,9,17,9.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_ZiErQgDm,,Isack Hadjar,10,17,10.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_yNfRW5Lg,,Andrea Kimi Antonelli,11,17,11.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_gADFaAX1,,Nico Hülkenberg,12,18,12.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_cAPSXDn9,,Lewis Hamilton,13,14,13.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_d1a4FipV,,Gabriel Bortoleto,14,18,14.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_WqMAI78W,,Fernando Alonso,15,15,15.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_19q67raM,,Oliver Bearman,16,17,16.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_XkmSOlgX,,Lance Stroll,17,15,17.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_0GFvbLMc,,Esteban Ocon,18,15,18.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_ElsSjDoL,,Franco Colapinto,19,14,19.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,17,Azerbaijan Grand Prix,FP1,Practice One,session_sJ3gQkqy,driver_q7WdJenu,,Pierre Gasly,20,17,20.0,,,,2025-09-19T08:30:00Z,Asia/Baku,round_NepHP1jY,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_WqMAI78W,,Fernando Alonso,1,23,1.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_pAXWnsA8,,Charles Leclerc,2,25,2.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_VkTWWTC5,,Max Verstappen,3,24,3.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_cAPSXDn9,,Lewis Hamilton,4,23,4.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_1V17qcph,,Oscar Piastri,5,25,5.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_BOyYHlVE,,Lando Norris,6,22,6.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_ZiErQgDm,,Isack Hadjar,7,28,7.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_nPms5pYt,,Carlos Sainz,8,27,8.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_aEOevTUh,,Yuki Tsunoda,9,25,9.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_0GFvbLMc,,Esteban Ocon,10,24,10.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_dPPwWNxA,,George Russell,11,22,11.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_gADFaAX1,,Nico Hülkenberg,12,29,12.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_q7WdJenu,,Pierre Gasly,13,26,13.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_yNfRW5Lg,,Andrea Kimi Antonelli,14,24,14.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_uLDLxCqO,,Liam Lawson,15,27,15.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_19q67raM,,Oliver Bearman,16,25,16.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_d1a4FipV,,Gabriel Bortoleto,17,27,17.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_XkmSOlgX,,Lance Stroll,18,18,18.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_ElsSjDoL,,Franco Colapinto,19,26,19.0,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,18,Singapore Grand Prix,FP1,Practice One,session_DlEXOC6n,driver_0Z9Cjb1U,,Alexander Albon,20,2,,,,,2025-10-03T09:30:00Z,Asia/Singapore,round_IF7rdAdy,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_BOyYHlVE,,Lando Norris,1,23,1.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_gADFaAX1,,Nico Hülkenberg,2,24,2.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_1V17qcph,,Oscar Piastri,3,26,3.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_WqMAI78W,,Fernando Alonso,4,23,4.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_VkTWWTC5,,Max Verstappen,5,26,5.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_0Z9Cjb1U,,Alexander Albon,6,27,6.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_dPPwWNxA,,George Russell,7,27,7.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_cAPSXDn9,,Lewis Hamilton,8,25,8.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_ZiErQgDm,,Isack Hadjar,9,25,9.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_19q67raM,,Oliver Bearman,10,27,10.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_0GFvbLMc,,Esteban Ocon,11,26,11.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_d1a4FipV,,Gabriel Bortoleto,12,24,12.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_aEOevTUh,,Yuki Tsunoda,13,24,13.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_XkmSOlgX,,Lance Stroll,14,23,14.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_uLDLxCqO,,Liam Lawson,15,25,15.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_ElsSjDoL,,Franco Colapinto,16,25,16.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_q7WdJenu,,Pierre Gasly,17,24,17.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_yNfRW5Lg,,Andrea Kimi Antonelli,18,27,18.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_nPms5pYt,,Carlos Sainz,19,9,19.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,19,United States Grand Prix,FP1,Practice One,session_17EXX6fb,driver_pAXWnsA8,,Charles Leclerc,20,18,20.0,,,,2025-10-17T17:30:00Z,America/Chicago,round_3qtjdi7s,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_pAXWnsA8,,Charles Leclerc,1,29,1.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_yNfRW5Lg,,Andrea Kimi Antonelli,2,35,2.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_gADFaAX1,,Nico Hülkenberg,3,27,3.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_1V17qcph,,Oscar Piastri,4,31,4.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_d1a4FipV,,Gabriel Bortoleto,5,28,5.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_DdBdmX6N,,Arvid Lindblad,6,26,6.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_0GFvbLMc,,Esteban Ocon,7,29,7.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_aEOevTUh,,Yuki Tsunoda,8,29,8.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_ElsSjDoL,,Franco Colapinto,9,28,9.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_0Z9Cjb1U,,Alexander Albon,10,33,10.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_ZiErQgDm,,Isack Hadjar,11,32,11.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_WqMAI78W,,Fernando Alonso,12,26,12.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_l5QVJWuy,,Patricio O'Ward,13,30,13.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_4yfsO7UM,,Frederik Vesti,14,32,14.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_XepUISkl,,Paul Aron,15,29,15.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_YfoAc0Ur,,Ryo Hirakawa,16,27,16.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_X30mqEfT,,Ayumu Iwasa,17,29,17.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_AC0S2RTY,,Luke Browning,18,31,18.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_1jsWHE05,,Jak Crawford,19,29,19.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,20,Mexico City Grand Prix,FP1,Practice One,session_g3UBfe2y,driver_05TPb6zB,,Antonio Fuoco,20,29,20.0,,,,2025-10-24T18:30:00Z,America/Mexico_City,round_GjqaMOBR,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_BOyYHlVE,,Lando Norris,1,31,1.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_1V17qcph,,Oscar Piastri,2,33,2.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_gADFaAX1,,Nico Hülkenberg,3,32,3.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_WqMAI78W,,Fernando Alonso,4,26,4.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_d1a4FipV,,Gabriel Bortoleto,5,32,5.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_dPPwWNxA,,George Russell,6,35,6.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_q7WdJenu,,Pierre Gasly,7,33,7.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_nPms5pYt,,Carlos Sainz,8,36,8.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_ZiErQgDm,,Isack Hadjar,9,31,9.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_yNfRW5Lg,,Andrea Kimi Antonelli,10,37,10.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_uLDLxCqO,,Liam Lawson,11,36,11.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_0Z9Cjb1U,,Alexander Albon,12,35,12.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_0GFvbLMc,,Esteban Ocon,13,29,13.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_19q67raM,,Oliver Bearman,14,32,14.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_XkmSOlgX,,Lance Stroll,15,31,15.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_ElsSjDoL,,Franco Colapinto,16,30,16.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_VkTWWTC5,,Max Verstappen,17,31,17.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_pAXWnsA8,,Charles Leclerc,18,30,18.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_cAPSXDn9,,Lewis Hamilton,19,28,19.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,21,São Paulo Grand Prix,FP1,Practice One,session_SI1U6PYh,driver_aEOevTUh,,Yuki Tsunoda,20,20,20.0,,,,2025-11-07T14:30:00Z,America/Sao_Paulo,round_NdsW6MO5,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_pAXWnsA8,,Charles Leclerc,1,29,1.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_0Z9Cjb1U,,Alexander Albon,2,23,2.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_aEOevTUh,,Yuki Tsunoda,3,27,3.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_VkTWWTC5,,Max Verstappen,4,24,4.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_nPms5pYt,,Carlos Sainz,5,31,5.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_BOyYHlVE,,Lando Norris,6,25,6.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_ZiErQgDm,,Isack Hadjar,7,30,7.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_1V17qcph,,Oscar Piastri,8,27,8.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_dPPwWNxA,,George Russell,9,25,9.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_yNfRW5Lg,,Andrea Kimi Antonelli,10,30,10.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_cAPSXDn9,,Lewis Hamilton,11,26,11.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_q7WdJenu,,Pierre Gasly,12,26,12.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_uLDLxCqO,,Liam Lawson,13,28,13.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_WqMAI78W,,Fernando Alonso,14,23,14.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_XkmSOlgX,,Lance Stroll,15,25,15.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_19q67raM,,Oliver Bearman,16,28,16.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_0GFvbLMc,,Esteban Ocon,17,30,17.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_gADFaAX1,,Nico Hülkenberg,18,25,18.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_d1a4FipV,,Gabriel Bortoleto,19,25,19.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,22,Las Vegas Grand Prix,FP1,Practice One,session_ksdCqkmg,driver_ElsSjDoL,,Franco Colapinto,20,28,20.0,,,,2025-11-21T00:30:00Z,America/Los_Angeles,round_f51tGI62,,,FP1
2025,23,Qatar Grand Prix,FP1,Practice One,session_ejwvI1m2,driver_1V17qcph,,Oscar Piastri,1,29,1.0,,,,2025-11-28T13:30:00Z,Asia/Qatar,round_oEvMifxc,,,FP1
