season,round,race_date,mae_raw_prediction,race_position_mae,winner_correct,top3_overlap,top5_overlap,top10_overlap,podium_exact,exact_position_accuracy,spearman_rank_correlation,grid_size
2025,1,2025-03-16,4.3949526532191365,5.5,1,0.3333333333333333,0.4,0.6,0,0.05,0.3413533834586466,20
2025,2,2025-03-23,4.225522854479777,5.5,0,0.6666666666666666,0.6,0.6,0,0.05,0.22255639097744356,20
2025,3,2025-04-06,2.7031047960531422,3.1,0,0.6666666666666666,0.8,0.7,0,0.05,0.793984962406015,20
2025,4,2025-04-13,2.8413344244054315,2.8,0,0.6666666666666666,0.8,0.7,0,0.05,0.7999999999999999,20
2025,5,2025-04-20,2.5792542938338046,2.8,0,0.6666666666666666,1.0,0.8,0,0.1,0.7533834586466165,20
2025,6,2025-05-04,2.2039698147851863,2.2,0,0.6666666666666666,0.8,1.0,0,0.2,0.8812030075187969,20
2025,7,2025-05-18,3.054413589329296,3.5,0,1.0,0.6,0.8,1,0.15,0.6586466165413534,20
2025,8,2025-05-25,3.439102255603823,4.1,1,0.6666666666666666,1.0,0.7,0,0.15,0.5729323308270676,20
2025,9,2025-06-01,3.708847200171802,4.105263157894737,0,0.6666666666666666,0.8,0.8,0,0.10526315789473684,0.4982456140350877,19
2025,10,2025-06-15,4.091250437990281,4.8,0,0.6666666666666666,0.6,0.7,0,0.15,0.3639097744360902,20
2025,11,2025-06-29,4.299700310992703,5.1,0,0.6666666666666666,0.8,0.6,0,0.15,0.29473684210526313,20
2025,12,2025-07-06,4.367317054027451,4.7,1,0.6666666666666666,0.8,0.6,0,0.2,0.35939849624060144,20
2025,13,2025-07-27,3.735551997213027,4.3,0,1.0,0.8,0.7,1,0.1,0.5624060150375939,20
2025,14,2025-08-03,3.221853572497571,3.1,1,0.6666666666666666,0.8,0.7,0,0.2,0.7578947368421052,20
2025,15,2025-08-31,5.485144041583257,7.0,0,0.3333333333333333,0.6,0.4,0,0.0,-0.11729323308270674,20
2025,16,2025-09-07,2.7467832595389408,3.1,0,0.6666666666666666,0.8,0.8,0,0.1,0.7624060150375939,20
2025,17,2025-09-21,3.764665775955474,3.5,0,0.3333333333333333,0.4,0.8,0,0.1,0.5984962406015037,20
2025,18,2025-10-05,3.2652202915892516,3.2,0,0.6666666666666666,0.6,0.8,0,0.15,0.7368421052631579,20
2025,19,2025-10-19,3.7748084802781987,3.8,1,0.3333333333333333,0.6,0.8,0,0.05,0.6661654135338345,20
2025,20,2025-10-26,3.2531900839550687,4.1,0,0.6666666666666666,0.6,0.7,0,0.0,0.613533834586466,20
2025,21,2025-11-09,4.201179588120211,5.2,0,0.6666666666666666,1.0,0.6,0,0.0,0.3639097744360902,20
2025,22,2025-11-23,4.408778581857107,4.8,1,0.3333333333333333,0.6,0.6,0,0.1,0.34736842105263155,20
2025,23,2025-11-30,3.4426233024216204,4.1,1,0.3333333333333333,0.8,0.7,0,0.1,0.6060150375939849,20
2025,24,2025-12-07,3.5366617120664103,3.5,0,0.6666666666666666,0.8,0.6,0,0.1,0.675187969924812,20
