season,round,race_date,mae_raw_prediction,race_position_mae,winner_correct,top3_overlap,top5_overlap,top10_overlap,podium_exact,exact_position_accuracy,spearman_rank_correlation,grid_size
2025,1,2025-03-16,4.195868758710004,4.9,0,0.6666666666666666,0.6,0.7,0,0.0,0.4857142857142857,20
2025,2,2025-03-23,4.344633749476694,4.7,0,0.6666666666666666,0.8,0.7,0,0.05,0.39097744360902253,20
2025,3,2025-04-06,3.3768442335883444,2.1,0,0.6666666666666666,1.0,0.9,0,0.05,0.9052631578947368,20
2025,4,2025-04-13,3.72996191690435,2.5,0,1.0,0.8,0.8,1,0.15,0.8075187969924811,20
2025,5,2025-04-20,3.455930562977824,2.6,0,0.6666666666666666,1.0,0.8,0,0.1,0.7819548872180451,20
2025,6,2025-05-04,3.444129001058113,1.3,0,0.6666666666666666,0.8,1.0,0,0.3,0.9533834586466164,20
2025,7,2025-05-18,3.5746819268914214,3.0,1,1.0,0.6,0.8,1,0.15,0.732330827067669,20
2025,8,2025-05-25,3.614757340458188,3.7,0,0.6666666666666666,1.0,0.7,0,0.1,0.6827067669172932,20
2025,9,2025-06-01,3.779249710103742,3.473684210526316,0,0.6666666666666666,0.6,0.8,0,0.21052631578947367,0.5298245614035089,19
2025,10,2025-06-15,4.069269659868292,4.4,0,0.3333333333333333,0.6,0.7,0,0.1,0.4842105263157894,20
2025,11,2025-06-29,4.392239685360044,4.7,0,0.3333333333333333,0.8,0.7,0,0.15,0.39097744360902253,20
2025,12,2025-07-06,4.438097589524438,4.5,0,0.6666666666666666,0.6,0.6,0,0.15,0.43909774436090226,20
2025,13,2025-07-27,3.970192306062871,3.5,1,0.6666666666666666,1.0,0.7,0,0.15,0.6842105263157895,20
2025,14,2025-08-03,3.6289400670957344,1.9,0,0.6666666666666666,0.8,0.9,0,0.3,0.882706766917293,20
2025,15,2025-08-31,5.120986554544456,6.2,0,0.3333333333333333,0.6,0.5,0,0.05,0.025563909774436087,20
2025,16,2025-09-07,3.5184536690543853,2.7,0,0.6666666666666666,0.8,0.9,0,0.1,0.8090225563909773,20
2025,17,2025-09-21,3.789456577579397,3.5,1,0.6666666666666666,0.4,0.9,0,0.05,0.6526315789473683,20
2025,18,2025-10-05,3.3741906742968646,1.8,0,0.6666666666666666,0.8,0.9,0,0.15,0.9203007518796992,20
2025,19,2025-10-19,3.757502950756843,3.0,1,0.6666666666666666,0.8,0.8,0,0.15,0.7654135338345864,20
2025,20,2025-10-26,3.5412252547672525,3.8,0,0.6666666666666666,0.6,0.7,0,0.05,0.7233082706766917,20
2025,21,2025-11-09,4.16819454189266,4.2,1,0.3333333333333333,0.8,0.7,0,0.05,0.556390977443609,20
2025,22,2025-11-23,4.447757970183313,3.9,1,0.6666666666666666,0.6,0.7,0,0.2,0.4541353383458646,20
2025,23,2025-11-30,3.651300999096425,3.2,1,0.3333333333333333,0.8,0.8,0,0.1,0.7413533834586465,20
2025,24,2025-12-07,3.9468323089320476,2.8,1,0.6666666666666666,1.0,0.6,0,0.15,0.7954887218045112,20
