season,round,race_date,mae_raw_prediction,race_position_mae,winner_correct,top3_overlap,top5_overlap,top10_overlap,podium_exact,exact_position_accuracy,spearman_rank_correlation,grid_size
2025,1,2025-03-16,4.2485493937774494,4.7,0,0.6666666666666666,0.6,0.7,0,0.05,0.4421052631578947,20
2025,2,2025-03-23,4.5080371524835305,5.4,0,0.6666666666666666,0.6,0.5,0,0.15,0.27669172932330827,20
2025,3,2025-04-06,2.943712715608322,3.3,1,0.6666666666666666,0.8,0.7,0,0.15,0.6962406015037594,20
2025,4,2025-04-13,3.265364009656608,3.9,0,0.6666666666666666,0.6,0.7,0,0.05,0.6541353383458646,20
2025,5,2025-04-20,2.6981977612423544,2.9,0,0.6666666666666666,0.8,0.9,0,0.1,0.7428571428571428,20
2025,6,2025-05-04,2.2892382167055345,2.2,0,0.6666666666666666,0.8,1.0,0,0.2,0.8932330827067668,20
2025,7,2025-05-18,2.964294238013057,3.0,1,1.0,0.6,0.9,1,0.2,0.6887218045112782,20
2025,8,2025-05-25,3.7766838871874513,4.6,1,0.6666666666666666,0.8,0.7,0,0.1,0.4992481203007519,20
2025,9,2025-06-01,4.366645164688079,4.7368421052631575,0,0.6666666666666666,0.6,0.6,0,0.10526315789473684,0.4,19
2025,10,2025-06-15,3.772936148636365,4.5,0,0.3333333333333333,0.6,0.7,0,0.1,0.4481203007518797,20
2025,11,2025-06-29,4.394285429983598,5.3,1,0.6666666666666666,0.8,0.6,0,0.05,0.26917293233082706,20
2025,12,2025-07-06,4.2099423575995605,4.3,1,0.6666666666666666,0.8,0.6,0,0.1,0.4676691729323308,20
2025,13,2025-07-27,3.79007648478132,3.8,0,0.6666666666666666,0.8,0.7,0,0.05,0.631578947368421,20
2025,14,2025-08-03,3.6689429746933397,3.5,1,0.6666666666666666,0.8,0.8,0,0.1,0.7218045112781954,20
2025,15,2025-08-31,5.71389400045747,6.9,0,0.6666666666666666,0.6,0.4,0,0.1,-0.16691729323308271,20
2025,16,2025-09-07,3.6183970787632385,5.2,0,0.6666666666666666,0.6,0.6,0,0.05,0.362406015037594,20
2025,17,2025-09-21,4.381869337792664,5.0,0,0.3333333333333333,0.2,0.7,0,0.05,0.3744360902255639,20
2025,18,2025-10-05,2.884717337121993,2.5,0,0.6666666666666666,0.8,0.8,0,0.1,0.8571428571428572,20
2025,19,2025-10-19,3.4366650252126605,3.6,1,0.6666666666666666,0.6,0.7,0,0.1,0.6646616541353383,20
2025,20,2025-10-26,3.355098672386873,4.1,0,0.6666666666666666,0.6,0.7,0,0.1,0.5759398496240601,20
2025,21,2025-11-09,4.306255128599899,5.2,0,0.6666666666666666,0.8,0.5,0,0.0,0.33233082706766914,20
2025,22,2025-11-23,4.080671055750007,4.2,1,0.6666666666666666,0.6,0.7,0,0.15,0.3984962406015037,20
2025,23,2025-11-30,3.411768556068752,4.0,1,0.3333333333333333,0.8,0.8,0,0.1,0.6345864661654135,20
2025,24,2025-12-07,3.8025844811954164,4.5,1,0.6666666666666666,0.8,0.6,0,0.05,0.5052631578947367,20
