season,round,race_date,mae_raw_prediction,race_position_mae,winner_correct,top3_overlap,top5_overlap,top10_overlap,podium_exact,exact_position_accuracy,spearman_rank_correlation,grid_size
2026,1,2026-03-08,4.663341440022079,4.636363636363637,0,0.6666666666666666,0.8,0.7,0,0.09090909090909091,0.497459062676454,22
2026,2,2026-03-15,4.890197585621904,4.2727272727272725,0,0.6666666666666666,0.8,0.7,0,0.13636363636363635,0.5527950310559007,22
2026,3,2026-03-29,4.026299516141083,2.5454545454545454,0,0.6666666666666666,0.8,0.8,0,0.18181818181818182,0.8486730660643705,22
2026,4,2026-05-03,4.016249481315911,4.363636363636363,0,0.3333333333333333,0.6,0.8,0,0.0,0.6284584980237156,22
2026,5,2026-05-24,5.020435684408832,4.909090909090909,0,0.6666666666666666,0.4,0.6,0,0.045454545454545456,0.44325239977413894,22
2026,6,2026-06-07,5.444676719968263,5.454545454545454,0,0.6666666666666666,0.4,0.6,0,0.09090909090909091,0.3551665725578769,22
2026,7,2026-06-14,4.415951811907757,3.1818181818181817,1,0.3333333333333333,0.8,0.8,0,0.13636363636363635,0.7459062676453981,22
2026,8,2026-06-28,3.6752695549534127,2.1818181818181817,0,0.3333333333333333,0.8,0.9,0,0.09090909090909091,0.9198193111236591,22
2026,9,2026-07-05,4.756805924299687,4.909090909090909,0,0.6666666666666666,0.6,0.7,0,0.0,0.5347261434217957,22
2026,10,2026-07-19,3.998112228579537,2.727272727272727,0,0.3333333333333333,0.8,0.8,0,0.13636363636363635,0.7097684923771881,22
2026,11,2026-07-26,3.8248899757731962,2.6363636363636362,0,0.3333333333333333,0.8,0.9,0,0.13636363636363635,0.7944664031620555,22
2026,12,2026-08-23,4.182181210916721,2.727272727272727,1,0.6666666666666666,1.0,0.7,0,0.13636363636363635,0.7628458498023717,22
