season,round,race_date,mae_raw_prediction,race_position_mae,winner_correct,top3_overlap,top5_overlap,top10_overlap,podium_exact,exact_position_accuracy,spearman_rank_correlation,grid_size
2025,1,2025-03-16,4.226408028833392,5.5,0,0.3333333333333333,0.6,0.7,0,0.0,0.4195488721804511,20
2025,2,2025-03-23,4.476243718612574,5.6,0,0.6666666666666666,0.4,0.6,0,0.0,0.2300751879699248,20
2025,3,2025-04-06,2.783228587479448,3.0,0,0.6666666666666666,0.8,0.7,0,0.05,0.7909774436090224,20
2025,4,2025-04-13,2.981427134366856,2.5,0,1.0,0.8,0.8,1,0.15,0.8481203007518796,20
2025,5,2025-04-20,2.6982041584182594,2.9,0,0.3333333333333333,1.0,0.9,0,0.0,0.7699248120300751,20
2025,6,2025-05-04,2.4020332649684946,2.0,1,0.6666666666666666,0.8,1.0,0,0.3,0.8932330827067668,20
2025,7,2025-05-18,3.103937384810839,2.7,0,1.0,0.8,0.9,1,0.15,0.7578947368421052,20
2025,8,2025-05-25,3.871990031516875,4.6,0,0.6666666666666666,0.8,0.7,0,0.1,0.5097744360902255,20
2025,9,2025-06-01,4.005287857737067,4.631578947368421,0,0.6666666666666666,0.6,0.7,0,0.0,0.4508771929824561,19
2025,10,2025-06-15,4.295065788118135,5.2,0,0.6666666666666666,0.6,0.7,0,0.0,0.38796992481203,20
2025,11,2025-06-29,4.399173570303985,5.9,0,0.3333333333333333,0.8,0.5,0,0.1,0.21804511278195485,20
2025,12,2025-07-06,4.5647785503360625,5.1,1,0.6666666666666666,0.6,0.6,0,0.1,0.38646616541353385,20
2025,13,2025-07-27,3.740526723433522,3.9,1,0.6666666666666666,0.8,0.6,0,0.15,0.6240601503759398,20
2025,14,2025-08-03,3.694608004561497,4.2,1,0.6666666666666666,0.8,0.6,0,0.1,0.5834586466165413,20
2025,15,2025-08-31,5.413704107608602,6.6,0,0.3333333333333333,0.6,0.5,0,0.0,-0.0781954887218045,20
2025,16,2025-09-07,3.107024262803674,3.1,0,0.6666666666666666,0.8,0.9,0,0.1,0.7368421052631579,20
2025,17,2025-09-21,4.3643738654866295,4.1,0,0.3333333333333333,0.4,0.8,0,0.15,0.49323308270676686,20
2025,18,2025-10-05,2.894860729781623,2.7,0,0.6666666666666666,0.8,0.9,0,0.1,0.825563909774436,20
2025,19,2025-10-19,3.5386581764699714,3.4,1,0.6666666666666666,0.6,0.8,0,0.15,0.7022556390977444,20
2025,20,2025-10-26,2.9506714773098484,3.2,0,0.6666666666666666,0.8,0.7,0,0.1,0.7593984962406014,20
2025,21,2025-11-09,4.2117322988447,5.5,0,0.6666666666666666,0.8,0.5,0,0.0,0.3654135338345864,20
2025,22,2025-11-23,4.205680999962884,4.5,1,0.3333333333333333,0.6,0.7,0,0.1,0.3984962406015037,20
2025,23,2025-11-30,3.6055672201357774,4.1,1,0.3333333333333333,0.8,0.7,0,0.05,0.5864661654135337,20
2025,24,2025-12-07,3.7904017012539297,3.3,1,0.6666666666666666,0.8,0.6,0,0.2,0.6812030075187969,20
