season,round,race_date,mae_raw_prediction,race_position_mae,winner_correct,top3_overlap,top5_overlap,top10_overlap,podium_exact,exact_position_accuracy,spearman_rank_correlation,grid_size
2026,1,2026-03-08,4.459668843845665,5.181818181818182,0,0.3333333333333333,0.6,0.7,0,0.045454545454545456,0.3980801806888764,22
2026,2,2026-03-15,4.973125538322545,5.0,0,0.6666666666666666,0.6,0.7,0,0.0,0.42970073404856013,22
2026,3,2026-03-29,3.182715099925366,2.909090909090909,1,0.6666666666666666,0.8,0.8,0,0.22727272727272727,0.8181818181818183,22
2026,4,2026-05-03,3.4536865970119055,4.181818181818182,1,0.3333333333333333,0.6,0.8,0,0.045454545454545456,0.6352343308865049,22
2026,5,2026-05-24,5.000919774896744,5.545454545454546,1,0.3333333333333333,0.4,0.6,0,0.09090909090909091,0.34839073969508755,22
2026,6,2026-06-07,5.570535511971758,5.909090909090909,1,0.6666666666666666,0.4,0.5,0,0.13636363636363635,0.2704686617730096,22
2026,7,2026-06-14,4.0576945504981135,3.4545454545454546,0,0.6666666666666666,0.6,0.8,0,0.09090909090909091,0.6928289102202146,22
2026,8,2026-06-28,2.999267212939971,2.1818181818181817,0,0.6666666666666666,1.0,0.8,0,0.09090909090909091,0.9141727837380011,22
2026,9,2026-07-05,4.63416821413988,5.0,0,0.6666666666666666,0.4,0.7,0,0.13636363636363635,0.4940711462450593,22
2026,10,2026-07-19,3.239882640347359,2.727272727272727,0,0.3333333333333333,0.6,0.8,0,0.13636363636363635,0.72557876905703,22
2026,11,2026-07-26,3.256008612131741,3.1818181818181817,0,0.0,0.6,0.8,0,0.09090909090909091,0.7560700169395823,22
2026,12,2026-08-23,3.256072173095495,3.0,0,0.3333333333333333,0.8,0.8,0,0.09090909090909091,0.7131564088085828,22
